,post_code,post_code_suffix
1663,98038,7430
1664,98038,7451
1665,98038,7406
1666,98038,7425
1667,98038,7414
1668,98038,7445
1669,98038,6111
1670,98038,6145
1671,98038,6123
1672,98038,7460
1673,98038,7426
1674,98038,7403
1675,98038,7467
1676,98005,1610
1677,98005,1622
1678,98005,1655
1679,98005,1603
1680,98005,1628
1681,98005,1527
1682,98001,1106
1683,98019,7746
1684,98019,7732
1685,98019,9750
1686,98019,6901
1687,98019,9783
1688,98011,7129
1689,98011,7128
1690,98011,7122
1691,98032,4189
1692,98032,4176
1693,98032,4129
1694,98032,4135
1695,98122,5011
1696,98031,1562
1697,98031,1565
1698,United States,98019
1699,98019,8438
1700,98019,8438
1701,98125,6313
1702,98125,6306
1703,98007,4809
1704,United States,98007
1705,98007,4812
1706,98059,5709
1707,98059,5710
1708,98059,5700
1709,98059,5708
1710,98038,8487
1711,98038,8431
1712,98038,8435
1713,98038,8452
1714,98038,8449
1715,98004,7248
1716,98040,3827
1717,98031,1491
1718,98007,4233
1719,98007,4234
1720,98007,4244
1721,98007,4202
1722,98116,3513
1723,98116,3515
1724,98116,3501
1725,98116,3502
1726,98116,3502
1727,98022,3759
1728,98022,3700
1729,98055,7172
1730,98055,7168
1731,98055,7117
1732,98125,7707
1733,98125,7709
1734,98115,2442
1735,98115,2430
1736,98115,2430
1737,98115,2430
1738,98115,2443
1739,98115,2439
1740,98155,7522
1741,98040,4808
1742,98106,2918
1743,United States,98146
1744,98146,3510
1745,98074,6516
1746,98074,6858
1747,98074,6509
1748,98074,6546
1749,98074,6557
1750,98092,3162
1751,98092,3162
1752,98045,9496
1753,98144,6711
1754,98030,4607
1755,98030,4604
1756,98118,4429
1757,98118,4429
1758,98075,8122
1759,98075,8121
1760,98075,8124
1761,98075,8124
1762,98118,1602
1763,98118,1603
1764,98118,1604
1765,98118,1605
1766,98118,1310
1767,98118,1308
1768,98118,1308
1769,98118,1344
1770,98118,1138
1771,98168,4032
1772,98030,4640
1773,98030,6223
1774,98030,6224
1775,United States,98133
1776,98022,9153
1777,98198,7147
1778,98198,6457
1779,98198,6459
1780,98198,7000
1781,98031,3701
1782,98072,6458
1783,United States,98168
1784,98168,3864
1785,98027,8542
1786,United States,98027
1787,United States,98027
1788,98027,8433
1789,98027,6457
1790,United States,98045
1791,98045,9469
1792,98045,7912
1793,98045,9469
1794,98045,9411
1795,98045,9111
1796,98117,4915
1797,98117,4937
1798,98117,4918
1799,98117,4953
1800,98144,6837
1801,98144,6822
1802,98108,1640
1803,98006,2011
1804,98006,2033
1805,98006,2043
1806,98053,8325
1807,98053,8245
1808,98155,7307
1809,98077,7290
1810,98077,7215
1811,United States,98077
1812,98077,7224
1813,98077,7786
1814,98055,5907
1815,98077,5416
1816,98077,8874
1817,98072,9663
1818,98077,8204
1819,98022,2313
1820,98022,2312
1821,98103,4607
1822,98117,3038
1823,98117,3015
1824,98117,3018
1825,98004,1756
1826,98004,1626
1827,98004,1609
1828,98004,1753
1829,98059,6410
1830,98059,6416
1831,98059,6411
1832,98092,2540
1833,98092,2546
1834,98092,2505
1835,98092,2547
1836,98118,3263
1837,98146,3251
1838,98053,8275
1839,98168,4459
1840,98115,7054
1841,98092,4808
1842,98092,4808
1843,98092,4812
1844,98092,4816
1845,98144,4253
1846,98092,3099
1847,98092,3676
1848,98092,3629
1849,98006,4545
1850,98006,3281
1851,98006,4709
1852,98006,4702
1853,98109,2121
1854,98109,2132
1855,98144,4860
1856,98198,9015
1857,98198,9012
1858,98109,2031
1859,98118,1716
1860,98118,1726
1861,98118,1918
1862,98118,2320
1863,98118,2341
1864,98118,2336
1865,98118,2030
1866,98108,1902
1867,98108,1919
1868,98108,1929
1869,98108,1937
1870,98108,1938
1871,98108,2832
1872,98022,8529
1873,98022,8519
1874,98022,9145
1875,98002,5816
1876,98092,4701
1877,98002,5863
1878,98042,9737
1879,98146,1566
1880,98146,1573
1881,98146,1568
1882,United States,98146
1883,98146,2333
1884,98146,2312
1885,98031,3432
1886,98038,8622
1887,98038,8609
1888,98038,8615
1889,98168,2853
1890,98168,3619
1891,98168,3603
1892,98168,2750
1893,98168,2841
1894,98027,8558
1895,98059,7830
1896,98033,8704
1897,98033,7510
1898,98033,7511
1899,United States,98033
1900,98126,2842
1901,98077,7826
1902,98077,9467
1903,98077,7620
1904,98077,7714
1905,98019,8155
1906,98005,1732
1907,98005,1734
1908,98005,1354
1909,98005,1333
1910,98005,1315
1911,98034,2651
1912,98005,1379
1913,98005,1367
1914,98119,3311
1915,98119,3540
1916,98119,3530
1917,98119,3627
1918,98119,3425
1919,98119,3523
1920,98119,3326
1921,98119,3432
1922,98119,3250
1923,98002,5025
1924,98007,5643
1925,98011,2205
1926,98011,2228
1927,98011,2228
1928,98011,2233
1929,98011,5909
1930,United States,98074
1931,98057,3412
1932,98057,3464
1933,98057,3418
1934,98057,5128
1935,98122,6415
1936,98003,4139
1937,98133,8731
1938,98033,4542
1939,98198,3519
1940,98198,8114
1941,98108,3636
1942,98108,2150
1943,98033,8410
1944,98023,3084
1945,98031,3638
1946,98031,3646
1947,98031,3669
1948,98033,8743
1949,98033,8745
1950,98146,1728
1951,98146,1616
1952,98072,9163
1953,98072,9125
1954,98072,6129
1955,98072,9130
1956,98077,9422
1957,98077,7857
1958,98077,7857
1959,98077,5929
1960,98077,8856
1961,98077,5916
1962,98077,5912
1963,98106,1303
1964,98106,1317
1965,98106,1316
1966,98106,1318
1967,98106,1318
1968,98106,1318
1969,98106,1371
1970,98106,1373
1971,98106,1372
1972,98106,1431
1973,United States,98106
1974,98072,9194
1975,98072,9196
1976,United States,98072
1977,98072,9172
1978,98077,8222
1979,98077,8226
1980,98077,8242
1981,98077,8296
1982,98077,8225
1983,98077,8245
1984,98077,8229
1985,98072,6109
1986,98072,9128
1987,98072,6114
1988,98072,6114
1989,98077,7894
1990,98072,9121
1991,98072,9133
1992,98072,9382
1993,98072,6104
1994,98072,9259
1995,98072,9101
1996,98072,9153
1997,98072,9642
1998,98005,3121
1999,98006,1815
2000,98006,4540
2001,98027,8666
2002,98112,4944
2003,98112,4925
2004,98126,3636
2005,98126,3623
2006,98126,3614
2007,98074,4039
2008,98074,4120
2009,98074,4036
2010,98042,3200
2011,98125,3010
2012,98125,3009
2013,98023,8244
2014,98023,8237
2015,98023,8227
2016,98023,3939
2017,98023,3914
2018,98023,3912
2019,98034,1523
2020,98119,2624
2021,98146,3004
2022,98146,3003
2023,98052,1229
2024,98052,1227
2025,98052,1140
2026,98092,2282
2027,98042,9105
2028,98042,8414
2029,98042,5043
2030,98042,5040
2031,98042,8494
2032,98042,8412
2033,98042,8442
2034,98042,5031
2035,98042,5008
2036,98042,5007
2037,98042,6043
2038,98042,6032
2039,98042,6044
2040,98042,6061
2041,98042,6053
2042,98042,6053
2043,98042,4968
2044,98115,6719
2045,98115,6801
2046,98115,6731
2047,United States,98105
2048,98178,4707
2049,98178,4706
2050,98033,6626
2051,98103,5124
2052,98103,5333
2053,98103,5310
2054,98022,8211
2055,98022,9297
2056,98002,4645
2057,98002,4320
2058,98070,7610
2059,98031,3110
2060,98031,2405
2061,98031,3116
2062,98031,3116
2063,98031,4292
2064,98031,3150
2065,98042,4819
2066,98042,4856
2067,98038,8614
2068,98034,6221
2069,98034,6222
2070,98034,6222
2071,98034,6216
2072,98070,3329
2073,98059,7245
2074,98045,8861
2075,98027,9728
2076,98024,7019
2077,98024,6907
2078,98024,7026
2079,98065,9154
2080,98115,7103
2081,98074,4650
2082,98014,8304
2083,98133,6513
2084,98133,6212
2085,98133,5500
2086,98133,5831
2087,98133,5912
2088,98133,5912
2089,98052,5226
2090,98052,5264
2091,98074,8900
2092,98074,8904
2093,98155,5726
2094,98155,5725
2095,98008,2035
2096,98056,1924
2097,98006,8921
2098,98006,8919
2099,98006,8981
2100,98177,2432
2101,98056,2812
2102,98056,2839
2103,98042,9458
2104,98034,2251
2105,98034,2119
2106,98188,4626
2107,98188,4615
2108,United States,98023
2109,98023,2006
2110,98092,4057
2111,98092,4023
2112,98146,3408
2113,98052,4163
2114,98052,3057
2115,98042,5479
2116,98042,4130
2117,98042,4128
2118,98133,4625
2119,98133,4626
2120,98077,7834
2121,98077,7842
2122,98006,8978
2123,98030,7644
2124,98119,2944
2125,98119,2944
2126,98119,2920
2127,98119,3234
2128,98119,3226
2129,98119,3279
2130,98119,2933
2131,98119,3238
2132,98119,3205
2133,98052,1308
2134,98117,2307
2135,98117,2213
2136,98003,3668
2137,98003,3667
2138,98031,3902
2139,98031,2307
2140,98031,9683
2141,98032,5823
2142,98032,5834
2143,98032,5841
2144,98042,3100
2145,98042,5294
2146,98042,5294
2147,98042,5294
2148,98042,5246
2149,98115,7230
2150,98115,7202
2151,98115,7115
2152,98115,7110
2153,98115,7114
2154,98115,7114
2155,98115,7204
2156,98115,7208
2157,98115,7314
2158,98115,7312
2159,98022,9605
2160,98004,4825
2161,98019,8167
2162,98199,2523
2163,98199,3125
2164,United States,98105
2165,United States,98118
2166,98042,5407
2167,98023,1933
2168,98166,1824
2169,98166,1704
2170,98166,2002
2171,98166,2002
2172,98052,6058
2173,98146,3620
2174,United States,98146
2175,98146,3613
2176,98102,4032
2177,98102,4015
2178,98022,3714
2179,98103,4129
2180,98022,8502
2181,98002,7829
2182,98002,7670
2183,98002,6920
2184,98092,2658
2185,98040,4724
2186,98030,4812
2187,98030,6266
2188,98030,6264
2189,98030,6070
2190,98030,6216
2191,98042,4807
2192,98188,2712
2193,98166,1543
2194,98166,1541
2195,98166,2140
2196,98166,2121
2197,98045,8853
2198,98045,8657
2199,98040,4738
2200,98004,1228
2201,98004,1643
2202,98004,1333
2203,98004,1611
2204,United States,98052
2205,98133,6906
2206,98133,7704
2207,98034,1899
2208,98072,6366
2209,98077,7813
2210,98072,9331
2211,98072,9317
2212,98115,5581
2213,98109,2153
2214,98103,7724
2215,98103,7706
2216,98103,7732
2217,98103,7018
2218,98126,3531
2219,98126,3531
2220,98126,3532
2221,98126,3532
2222,98122,5750
2223,98005,4101
2224,98198,8945
2225,98198,8945
2226,98053,5900
2227,98074,6577
2228,98074,6565
2229,98074,6585
2230,98074,4433
2231,98074,4433
2232,98074,4432
2233,98074,4448
2234,98074,4450
2235,98074,4450
2236,98032,7166
2237,98007,5222
2238,United States,98008
2239,98032,5500
2240,98032,6533
2241,98032,5583
2242,98032,5583
2243,98006,4047
2244,98006,4030
2245,98008,5726
2246,98102,4026
2247,98112,2126
2248,98198,8718
2249,98198,8722
2250,98198,8732
2251,98074,6899
2252,98074,6877
2253,98074,6889
2254,98074,6889
2255,98074,6871
2256,98074,6865
2257,98074,6892
2258,98008,5752
2259,98008,5752
2260,98008,5730
2261,98112,5034
2262,98112,5009
2263,98112,5064
2264,98102,3909
2265,98102,3914
2266,98102,3953
2267,98102,3816
2268,98102,3806
2269,98102,3811
2270,98034,1642
2271,98034,1641
2272,98034,2401
2273,98177,3905
2274,98177,3904
2275,98107,4445
2276,98107,4441
2277,98115,2730
2278,98115,2713
2279,98103,4023
2280,98006,6319
2281,98006,6301
2282,98103,5007
2283,98155,6841
2284,98030,8822
2285,98030,8819
2286,98030,8833
2287,98030,8707
2288,98030,8711
2289,98030,8817
2290,98059,6813
2291,98198,4709
2292,98198,6462
2293,98198,8120
2294,98198,7509
2295,98198,7807
2296,98198,3834
2297,98198,7802
2298,98039,4726
2299,98003,7192
2300,98003,7187
2301,98199,4255
2302,98199,4261
2303,United States,98070
2304,98030,2840
2305,98030,6563
2306,98030,4935
2307,98030,6564
2308,98038,8625
2309,United States,98038
2310,98070,4222
2311,98070,3934
2312,98168,3613
2313,98006,2602
2314,98006,2656
2315,98006,2613
2316,98027,9368
2317,98004,1953
2318,98074,4503
2319,98074,4501
2320,98092,1414
2321,98034,1005
2322,98010,9403
2323,98010,9402
2324,98038,8140
2325,98038,8148
2326,98038,8156
2327,98038,8145
2328,98038,8150
2329,98038,8128
2330,98038,8135
2331,98038,8138
2332,98125,4004
2333,98133,7230
2334,98133,7211
2335,98034,6339
2336,98019,7302
2337,United States,98019
2338,98010,9305
2339,98117,5140
2340,98117,5140
2341,98117,5143
2342,98117,5142
2343,98117,5137
2344,98117,5141
2345,98125,4946
2346,United States,98178
2347,98070,8414
2348,98070,8420
2349,98070,8411
2350,United States,98070
2351,98115,2907
2352,98011,2435
2353,98034,5801
2354,98108,1861
2355,98056,1317
2356,98056,1310
2357,98177,4207
2358,98177,4220
2359,98004,1239
2360,98108,2013
2361,98188,5041
2362,98038,8291
2363,98038,8278
2364,98002,7777
2365,98144,4910
2366,98011,5460
2367,98011,5467
2368,98011,5467
2369,98040,3804
2370,98042,8081
2371,98155,5727
2372,98106,2074
2373,98106,2039
2374,98106,2039
2375,98106,2075
2376,98106,2030
2377,98106,2029
2378,98106,2031
2379,98106,2036
2380,98106,1837
2381,98106,1806
2382,98106,1871
2383,98106,2115
2384,98106,2115
2385,98106,2119
2386,98106,1819
2387,98106,1819
2388,98106,2013
2389,98106,2013
2390,98106,2068
2391,98106,2011
2392,98023,2186
2393,98023,2046
2394,98023,2095
2395,98023,2095
2396,98023,3702
2397,98023,2093
2398,98117,2127
2399,98092,7131
2400,98070,8000
2401,98198,9060
2402,98030,5650
2403,98038,8515
2404,98038,8514
2405,98168,4246
2406,98168,4269
2407,98168,4233
2408,98168,4205
2409,98168,4235
2410,98168,4270
2411,98168,4243
2412,98118,4634
2413,98108,3005
2414,98108,2950
2415,98108,2117
2416,98108,2913
2417,98027,8914
2418,98112,2809
2419,98112,2811
2420,98112,2811
2421,98004,7614
2422,United States,98005
2423,98005,1519
2424,98005,1524
2425,98005,1220
2426,98005,1373
2427,98034,5182
2428,98034,0402
2429,98125,4227
2430,98125,4323
2431,98125,4241
2432,98125,4212
2433,98125,4225
2434,98125,4201
2435,98034,1525
2436,98034,1627
2437,98077,7270
2438,98077,7260
2439,98077,7328
2440,United States,98019
2441,98019,8107
2442,98019,6413
2443,98019,6439
2444,98019,8370
2445,98019,8346
2446,United States,98019
2447,98019,6208
2448,98019,8473
2449,98019,8482
2450,United States,98019
2451,United States,98019
2452,98019,8139
2453,98019,8139
2454,98019,8119
2455,98019,8129
2456,98133,6208
2457,98028,4936
2458,98055,6494
2459,98055,6492
2460,98006,3110
2461,98006,3502
2462,98006,3113
2463,98006,3649
2464,98006,3644
2465,98006,3604
2466,98006,3664
2467,98006,3261
2468,98006,3255
2469,98006,3257
2470,98006,3257
2471,98006,3278
2472,98006,3260
2473,98057,2243
2474,98057,2223
2475,98057,2214
2476,98057,2335
2477,98040,5129
2478,98031,1328
2479,98047,1480
2480,98052,5218
2481,98052,4839
2482,98198,6613
2483,98052,3112
2484,98112,2923
2485,98112,2925
2486,98031,1611
2487,98178,3604
2488,98178,4627
2489,98178,4610
2490,98178,3549
2491,98040,2553
2492,98040,2652
2493,98040,2416
2494,98040,2429
2495,98040,2616
2496,98040,2616
2497,98040,2503
2498,98023,7265
2499,98023,7326
2500,98003,7136
2501,98052,3206
2502,98052,3253
2503,98052,3268
2504,98006,1718
2505,98006,1702
2506,98006,1707
2507,98006,1744
2508,98006,1742
2509,98006,1741
2510,98006,1758
2511,98006,1738
2512,98006,1724
2513,98006,1757
2514,98006,1748
2515,98006,2405
2516,98006,2413
2517,98006,1604
2518,98006,1646
2519,98006,1511
2520,98006,1610
2521,98006,1610
2522,98006,1566
2523,98006,1586
2524,98006,1659
2525,98006,1666
2526,98006,1527
2527,98006,1539
2528,98006,1526
2529,98006,1432
2530,98006,2536
2531,98006,1544
2532,98007,5617
2533,98007,5636
2534,98007,5637
2535,98007,5522
2536,98007,4017
2537,98007,5815
2538,98007,5914
2539,98007,5904
2540,98007,5912
2541,98102,4105
2542,98102,4142
2543,98102,4102
2544,United States,98039
2545,98006,7143
2546,98031,3431
2547,98031,3418
2548,98031,3418
2549,98031,3469
2550,98092,2518
2551,98042,5517
2552,98042,5517
2553,98042,5526
2554,98042,3608
2555,98042,3612
2556,98001,1212
2557,98001,1201
2558,98001,1214
2559,98042,3629
2560,98053,5708
2561,98038,3120
2562,98038,3119
2563,98038,3122
2564,98038,3108
2565,98038,3108
2566,98038,3132
2567,98038,3110
2568,98038,3112
2569,98105,3348
2570,98105,2419
2571,98178,2737
2572,98058,9428
2573,98058,9449
2574,98030,7230
2575,98032,5679
2576,United States,98042
2577,98038,8293
2578,98133,3618
2579,98133,3622
2580,98058,2861
2581,98027,6988
2582,98027,8429
2583,98045,9334
2584,98045,9311
2585,98133,3304
2586,United States,98024
2587,United States,98024
2588,98005,1827
2589,98005,1421
2590,98005,1815
2591,98074,3306
2592,98074,5424
2593,98155,2138
2594,98077,5128
2595,98133,3406
2596,98133,4101
2597,98133,4133
2598,98125,4727
2599,98074,6955
2600,98074,6938
2601,98074,6956
2602,98056,2706
2603,98122,4430
2604,98052,5730
2605,98052,5751
2606,98039,2326
2607,98103,8935
2608,98103,8913
2609,98103,8914
2610,98103,7516
2611,98103,8151
2612,98117,3911
2613,98117,3846
2614,98117,3828
2615,98003,7107
2616,98033,5186
2617,98033,5186
2618,98033,5191
2619,98115,2130
2620,98115,5906
2621,98115,5907
2622,98115,5907
2623,98133,7317
2624,98133,7317
2625,98040,5013
2626,United States,98040
2627,98040,4502
2628,98031,2120
2629,98031,1151
2630,98177,4410
2631,98177,4415
2632,98040,5020
2633,98112,2721
2634,98133,8825
2635,98133,8829
2636,98133,8821
2637,98133,8819
2638,98133,8839
2639,98133,8844
2640,98133,8841
2641,98034,2639
2642,98034,2639
2643,98117,4803
2644,98117,4809
2645,98117,4802
2646,98103,5013
2647,98103,7414
2648,98038,8119
2649,98038,8124
2650,98038,8124
2651,98038,8129
2652,98038,8131
2653,98038,3215
2654,98038,3213
2655,98038,3208
2656,98038,5112
2657,98038,8187
2658,98003,3391
2659,98116,3445
2660,98116,3443
2661,98116,3443
2662,98116,3420
2663,98116,3415
2664,98058,6364
2665,98058,6362
2666,98058,6307
2667,98070,6712
2668,98022,2631
2669,98022,2233
2670,98022,2258
2671,98022,2251
2672,98022,2714
2673,98199,4033
2674,98199,4008
2675,98042,4121
2676,98038,8221
2677,98058,8141
2678,98058,8174
2679,98027,8358
2680,98045,9391
2681,98045,9215
2682,98126,2812
2683,98126,2819
2684,98126,3001
2685,98136,1217
2686,98126,2829
2687,98126,3007
2688,98053,8689
2689,98053,8683
2690,98008,2121
2691,United States,98019
2692,98199,1739
2693,98003,4006
2694,98003,4006
2695,98042,5230
2696,98055,7190
2697,98055,7190
2698,98005,3242
2699,98005,3314
2700,98103,5312
2701,98052,7008
2702,98146,1031
2703,98034,9446
2704,98004,7427
2705,98003,9113
2706,98003,7172
2707,98136,2721
2708,98126,2837
2709,98126,2851
2710,98126,2838
2711,98199,1913
2712,98052,2109
2713,98052,2757
2714,98052,2757
2715,98052,2756
2716,98107,2622
2717,98053,3018
2718,98053,3010
2719,98053,3016
2720,United States,98053
2721,98053,3000
2722,United States,98053
2723,98053,3009
2724,98117,3616
2725,98116,4017
2726,98116,4017
2727,98116,4022
2728,98116,4022
2729,98116,4029
2730,98116,3906
2731,98116,4044
2732,98116,4007
2733,98116,3925
2734,98119,2812
2735,98119,2811
2736,98103,4543
2737,98146,3305
2738,98146,3319
2739,United States,98146
2740,98115,7923
2741,98003,4067
2742,98003,4067
2743,98146,3809
2744,98146,1556
2745,98022,2824
2746,98022,3122
2747,United States,98022
2748,98022,3214
2749,98022,8213
2750,United States,98092
2751,98092,5278
2752,98092,5202
2753,98092,2602
2754,98010,9798
2755,98070,7838
2756,98070,7846
2757,98033,4719
2758,98033,4719
2759,98033,4124
2760,98070,3517
2761,98166,2048
2762,98058,8341
2763,98027,8346
2764,98027,8351
2765,98045,8707
2766,98059,3326
2767,98065,9429
2768,98119,2250
2769,98008,6132
2770,98053,9031
2771,98053,9031
2772,98004,6916
2773,98177,3927
2774,98177,4443
2775,98177,4226
2776,98177,4033
2777,98177,4424
2778,United States,98034
2779,98034,5321
2780,98072,9065
2781,98072,9039
2782,98077,6631
2783,98033,7614
2784,98033,7739
2785,98033,7613
2786,98105,4009
2787,98105,3145
2788,98105,3125
2789,98105,3040
2790,98105,3033
2791,98105,3128
2792,98105,3127
2793,98105,3127
2794,98106,1227
2795,98106,1226
2796,98106,1223
2797,98004,7544
2798,98056,3723
2799,98146,1243
2800,98058,7758
2801,98058,7767
2802,98058,9341
2803,98001,1558
2804,98058,4741
2805,98136,1502
2806,98136,1511
2807,98136,1506
2808,98136,1510
2809,98115,4151
2810,98115,4132
2811,98115,4125
2812,98115,4122
2813,98022,7368
2814,98022,9319
2815,98040,4941
